OBJECTID,Traffic zone number,traffic zone number.1,Area,Multi traffic area,on a traffic zone,In Jerusalem,religion,Traffic zone name,metropolis,Scope,district,Authority,Total housing units until 2020,Additional units 2020-2025,Additional units 2025-2030,Additional units 2030-2035,Additional units 2035-2040,Total housing units until 2025,Total housing units until 2030,Total housing units until 2035,Total housing units until 2040,Gm_b average 2020,Gm_b average 2025,Gm_b average 2030,Gm_b average 2035,Gm_b average 2040,2020 population projections,Population projections 2025,Population projections 2030,Population projections 2035,Population projections 2040,Total students 2020,Total students 2025,Total students 2030,Total students 2035,Total students 2040,Employed in education from students 2015,Employed in education from students 2020,Employed in education from students 2025,Employed in education from 2030 students,2035 students are employed in education,Employed in education from 2040 students,Jobs in industry in 2040,Jobs in commerce and hotels in 2040,Office jobs in 2040,Jobs in public services in 2040,Jobs in education in 2040,Jobs in agriculture in 2040,Total employed 2020,A total of 2025 employees,Total employed 2030,Total employed 2035,Total employed 2040,Total Yeshiva students and include 2015,Total Yeshiva students and include 2020,Total yeshiva students including 2025,Total yeshiva students including 2030,Total yeshiva students and kollel 2035,Total yeshiva students including 2040,Higher education students 2015,Higher education students 2020,Higher education students 2025,Higher education students 2030,Higher education students 2035,Higher education students 2040,Last update date of the traffic area data,GlobalID,Shape__Area,Shape__Length
153,810,810,8,8,0,yes,Jewish,Mahane Yehuda Market,yes,963.136616346,jerusalem,Jerusalem,518.886484375001,0.0,9.0,0.0,0.0,518.886484375001,527.886484375001,527.886484375001,527.886484375001,1.61885118478617,1.61885118478617,1.64239855662624,1.64239855662624,1.73901023642778,840.0,840.0,867.0,867.0,918.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,2708.17854192984,578.362007340278,37.3631729466289,7.06031142611461,0.0,3034.29415159029,3268.75607832263,3291.31776327769,3311.23986725522,3330.96403364286,0.0,518.886484375001,0.0,0.0,0.0,0.0,,,,,,,,3b5f3a42-280a-46fc-81e1-a3d902cb41ff,52424.004486084,963.136616349637
154,8,8,0,0,0,yes,Jewish,Total center,yes,826.608993675,jerusalem,Jerusalem,178.282781250001,73.6,47.8,16.0,8.0,251.882781250001,299.682781250001,315.682781250001,323.682781250001,2.35440699729482,2.46145321367674,2.46216105847018,2.44037256426114,2.40130645244259,419.750227672183,619.99768137765,737.867273887789,770.383598372152,777.261551160189,153.057379772619,140.413068812666,155.226021267391,152.697456244625,151.554601788914,,12.7547816477182,11.7010890677222,12.9355017722826,12.7247880203854,12.6295501490761,0.0,681.383706876167,1895.27726164371,287.163221461168,66.5009573045948,0.0,2741.73009875493,2789.28270700585,2849.00127125977,2891.32406244119,2930.32514728564,18.0,178.282781250001,18.0,18.0,18.0,18.0,,,,,,,,95d5c78f-ab53-4199-ba40-fed405dc3aeb,35555.9842834473,826.608993672961
155,5602,5602,56,56,5,yes,Jewish,Lipta Valley,yes,6284.24635344,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,75.871679167781,0.0,23.4603219100148,0.0,0.0,93.4588911709887,94.9392877633712,96.5352820745543,97.9970338735819,99.3320010777958,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,3d74fdbc-8993-4896-ab95-882f58b33cc5,1006683.14825439,6284.24635343311
156,301,301,3,3,0,yes,Arab,Muslim Quarter,yes,2998.23953917,jerusalem,Jerusalem,4735.57090909076,63.3036363636349,46.3036363636349,46.3036363636349,46.3036363636349,4798.87454545439,4845.17818181803,4891.48181818166,4937.7854545453,5.50000000000018,5.50000000000018,5.50000000000018,5.50000000000018,5.50000000000018,26045.64,26393.81,26648.48,26903.15,27157.82,3950.0,4230.0,4510.0,4790.0,5070.0,,,,,,,191.743805691814,1405.80905986171,383.487611383628,848.288446938416,1372.47493609645,0.0,3934.81052679083,4001.68281183294,4064.33458046818,4138.11761804585,4201.80385997202,268.0,4735.57090909076,268.0,268.0,268.0,268.0,,,,,,,,a498be26-1049-4c86-bef2-a1f81075de92,480025.517486572,2998.23953916341
157,406,406,4,4,0,yes,Jewish,IMC_A,yes,1263.96068212,jerusalem,Jerusalem,397.972727272726,3.35,3.35,3.35,3.35,401.322727272726,404.672727272726,408.022727272726,411.372727272726,1.83561352158061,1.81616577845366,1.80410409287724,1.76643265152022,1.73114715255692,730.524119402127,728.868603388418,730.071723548519,720.744668016871,712.146725457754,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,739.302754240428,211.229358354408,105.614679177204,0.0,0.0,994.060873943719,1009.78841053768,1026.81898650716,1042.14814484262,1056.14679177204,110.0,397.972727272726,110.0,110.0,110.0,110.0,,,,,,,,287f4cad-dc4b-470e-9001-44d550e3010b,71699.3801116943,1263.9606821224
158,4507,4507,45,45,4,yes,Jewish,Ein Karem,yes,5576.20023738,jerusalem,Jerusalem,699.0,0.0,0.0,24.3,30.0,699.0,699.0,723.3,753.3,2.7,2.7,2.7,2.2,1.96246943302478,1866.0,1887.3,1887.3,1591.26,1478.32822389757,439.5,439.5,439.5,439.5,439.5,,36.625,36.625,36.625,36.625,36.625,0.0,313.106046180863,93.9318138542588,187.863627708518,31.3106046180863,0.0,590.797930181944,598.376641024527,606.849189668958,616.651151969744,626.212092361725,0.0,699.0,0.0,0.0,0.0,0.0,,,,,,,2021-09-09,dd5ff43d-a534-4c70-a0eb-72facedcb4fe,1343214.01924133,5576.20023736947
159,4003,4003,40,40,4,yes,U. Orthodox,Ramat Sharet - Haredim,yes,1606.9869715,jerusalem,Jerusalem,569.681818181818,84.7,18.0,0.0,0.0,654.381818181818,672.381818181818,672.381818181818,672.381818181818,3.56624624569321,3.73885999530956,3.93200577130616,4.07159646057672,4.12251557870054,2031.62564533059,2446.64200165793,2643.80918961224,2737.66743106523,2771.90452028954,708.931993397516,1003.10294592511,1020.03875647825,1005.92206961206,963.738961859877,,59.0776661164597,83.5919121604255,85.0032297065207,83.8268391343384,80.3115801549897,0.0,0.0,91.5791413151777,11.1005019842968,161.916363110635,0.0,215.116250320307,249.770423983873,259.609200126153,264.043472610539,264.59600641011,0.0,569.681818181818,158.075942302323,167.791547250615,192.075152343641,214.010985286016,,,,,,,,1bb032db-fae5-4270-9df7-ce7d53689c67,82139.7212905884,1606.98697150169
160,4606,4606,46,46,4,yes,Jewish,The Swedish village,yes,3371.00153206,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76415063354715,2.83242128651596,2.85843998596716,2.84645141369155,2.79349062160734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,518.413885272634,128.147252282747,129.438862444619,0.0,0.0,232.266969140168,776.0,776.0,776.0,776.0,0.0,0.0,0.0,0.0,0.0,0.0,,,500.0,500.0,500.0,500.0,,30308a66-cd71-4ccd-bf11-130def1c12b6,428945.646469116,3371.00153205955
161,6008,6008,60,60,6,yes,Jewish,Neve Yaakov - North,yes,1839.78054941,jerusalem,Jerusalem,583.399594320492,10.0,19.6,10.0,10.0,593.399594320492,612.999594320492,622.999594320492,632.999594320492,5.56565351023582,5.87125443519988,6.0864640606097,6.42697047719136,6.80885112513645,3247.0,3484.0,3731.0,4004.0,4310.0,1902.0,1902.0,1902.0,1902.0,1902.0,,158.5,158.5,158.5,158.5,158.5,0.0,57.6726172123177,19.2242058335602,0.0,211.46626301571,0.0,241.764704781199,252.582150729335,263.989094975689,275.839847649919,288.363086061588,50.0,583.399594320492,50.0,50.0,50.0,50.0,,,,,,,,69524391-3cd7-425d-bf2e-9060c8bd0340,116307.1328125,1839.78054940867
162,6202,6202,62,62,6,yes,Jewish,Hizma checkpoint,yes,5729.42581531,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,2ce4b43b-f0bf-41d6-8bdd-6fdf8b3fe3af,576241.568862915,5729.42581531837
163,6203,6203,62,62,6,yes,Jewish,Pisgat Ze'ev Center - South,yes,2847.70119485,jerusalem,Jerusalem,206.628419681331,0.0,0.0,173.6,0.0,206.628419681331,206.628419681331,380.228419681331,380.228419681331,1.68630773878323,1.68854862136009,2.87086977105993,2.88633359798782,2.87135263750515,348.439103161177,348.902133186726,593.203283905019,1097.46606263604,1091.7698757064,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,4.84286132627011,9.68572265254023,9.68572265254023,8.07143554378352,0.0,23.4689854068652,23.8536209024453,31.5823498486294,32.0442830996625,32.2857421751341,0.0,206.628419681331,0.0,0.0,0.0,0.0,,,,,,,,0755b892-5b9b-4bf9-9bf9-bcae1c91c28e,298104.594009399,2847.70119484201
164,6504,6504,65,65,6,yes,Arab,to Giza,yes,1357.46405403,jerusalem,Jerusalem,29.2041875160106,30.9616189906925,0.561618990692511,0.561618990692511,0.561618990692511,60.1658065067031,60.7274254973956,61.2890444880881,61.8506634787806,4.2,4.2,4.2,4.2,4.2,122.657587567244,252.696387328153,255.055187089062,257.41398684997,259.772786610879,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,180.0,780.0,240.0,0.0,0.0,0.141527985654513,4.04269197848177,400.0,800.0,1200.0,0.0,29.2041875160106,0.0,0.0,0.0,0.0,,,,,,,,0036a739-4e3b-4f34-860e-c3bcc8278ba2,101573.258453369,1357.46405402561
165,1303,1303,13,13,1,yes,Arab,Wadi Jose - Ministry of the Interior,yes,2102.81967202,jerusalem,Jerusalem,207.329842931937,5.92,8.32,5.92,5.92,213.249842931937,221.569842931937,227.489842931937,233.409842931937,3.26936408616674,3.26936408616674,3.26936408616674,3.26936408616674,3.26936408616674,1307.59162303665,697.191377862373,724.39248705928,743.747122449388,763.101757839495,261.51832460733,139.438275572475,144.878497411856,148.749424489878,152.620351567899,,21.7931937172775,11.6198562977062,12.0732081176547,12.3957853741565,12.7183626306582,7.70252481675393,46.2151489005236,3.85126240837696,19.2563120418848,13.9901988937241,0.0,92.3913612565445,83.1542900950161,86.3985770969594,88.7070120791114,91.0154470612633,0.0,207.329842931937,0.0,0.0,0.0,0.0,,,,,,,2021-08-23,f63cbdcd-51e3-4457-aea6-1ddd7db882b2,142225.162658691,2102.81967202124
166,1405,1405,14,14,1,yes,Jewish,Sheikh Jarrah - Kiryat Al-Alamir,yes,1362.65500489,jerusalem,Jerusalem,0.0,9.6,0.0,0.0,0.0,9.6,9.6,9.6,9.6,,2.68065764571224,2.72536434136721,2.73162843216694,2.6940843095671,0.0,25.7343133988375,26.1634976771252,26.2236329488026,25.8632093718442,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3692.91779028737,255.417104493789,0.0,0.0,2492.46225685674,2520.73359193006,2550.39307407638,3923.54784494352,3948.33489478116,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,168f2f1b-3fe7-43c4-8caa-3044e845f76c,110362.838195801,1362.65500488951
167,5801,5801,58,58,5,yes,U. Orthodox,Ramot - Jacob's Ladder,yes,3090.46692605,jerusalem,Jerusalem,830.0,0.0,130.4,45.0,105.0,830.0,960.4,1005.4,1110.4,6.41601814670067,6.69959817234164,6.42268645021547,6.39653707149165,6.19471491977354,5325.29506176155,5560.66648304356,6168.34806678694,6431.0783716777,6878.61144691654,1166.83350692277,1328.66701384554,1505.8665055185,1668.59846468523,1830.32130695551,,97.2361255768976,110.722251153795,125.488875459875,139.049872057103,152.526775579625,0.0,13.5051624597139,280.907375360076,33.7629055293978,150.101168721618,0.0,393.592303030061,413.129190100822,434.435966856547,454.195542008636,478.276612070806,0.0,830.0,442.201098125329,465.402845714194,450.023195486094,489.074801908413,,,,,,,,395be8b2-e25d-4f26-8bf0-266764b891e4,503664.896774292,3090.46692605504
168,5805,5805,58,58,5,yes,U. Orthodox,Ramot - a commercial center,yes,2045.84305072,jerusalem,Jerusalem,446.163305690787,200.0,0.0,0.0,0.0,646.163305690787,646.163305690787,646.163305690787,646.163305690787,6.09686070782515,5.48063017702559,5.63928731549349,5.7786608281527,5.84861344145091,2720.19552773954,3541.38211245554,3643.90053351939,3733.95858318501,3779.15939503549,2941.0,2941.0,2941.0,2941.0,2941.0,,245.083333333333,245.083333333333,245.083333333333,245.083333333333,245.083333333333,0.0,187.606058730995,222.287750354686,87.0857164549401,384.230725243863,0.0,644.481354923629,843.994941034801,858.000113585679,870.712161169651,881.210250784485,280.0,446.163305690787,564.944870041977,542.457903724833,537.25086035499,547.021352836127,,,,,,,,f20d56b1-f830-44a2-b3c7-0a8bbec68c79,155363.416946411,2045.84305072802
169,5604,5604,56,56,5,yes,Jewish,origin rotation,yes,4126.78144412,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.72451695705024,2.48301130470016,2.48301130470016,3.72451695705024,0.0,0.0,11.6810031401945,11.8660311993517,12.0655072933549,12.2482050243112,12.4150565235008,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,6d3c0f37-2736-4cbd-8d2b-2d38d8eb875e,598163.155754089,4126.78144411417
170,5307,5307,53,53,5,yes,Jewish,to tempt,yes,3834.69653362,jerusalem,Jerusalem,0.0,192.0,0.0,0.0,0.0,192.0,192.0,192.0,192.0,,3.45909116766004,3.60828607007487,3.80733946438814,3.90881223856298,0.0,664.145504190727,692.790925454375,731.009177162523,750.491949804092,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,79.0553411409895,0.0,0.0,19.1312607972176,0.0,14.7452290802269,94.9031598582988,96.0143262725453,97.3914978432387,98.186601938207,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,cc3e911b-c638-4fd9-b00e-28d47ff05cb6,453679.657272339,3834.69653362421
171,5212,5212,52,52,5,yes,U. Orthodox,from two,yes,1533.4792655,jerusalem,Jerusalem,638.054580710117,25.29,36.59,7.59,7.59,663.344580710117,699.934580710117,707.524580710117,715.114580710117,6.89596177666033,6.78607535639491,6.7177352727303,6.62200727932971,6.53279356946772,4400.0,4501.50631195504,4701.97522144005,4685.23292376709,4671.69593429565,4143.0,4190.95295515275,4234.84420487524,4129.98297939725,4032.25755328894,,345.25,349.246079596062,352.903683739603,344.165248283104,336.021462774078,59.864915325,299.324576625,239.4596613,59.864915325,538.784237925,0.0,1135.84426654214,1149.80982455056,1167.74876366292,1183.0573247191,1197.2983065,1730.0,638.054580710117,2038.02695846237,2048.7406823395,2077.686763981,2087.056140824,,,,,,,,68e62bc3-2f62-44d0-953b-523f0c3e7b51,139075.253189087,1533.47926551377
172,804,804,8,8,0,yes,Jewish,Bezalel - Architecture,yes,714.411460141,jerusalem,Jerusalem,118.428947368421,7.325,7.325,7.325,1.325,125.753947368421,133.078947368421,140.403947368421,141.728947368421,1.83976411011864,1.78780033936874,1.75918598497295,1.74051422349554,1.68641479370756,217.881326967551,224.822949782223,234.110619105479,244.375067429656,239.013793538706,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,124.103391057695,204.851841129459,152.058391350148,179.245360988277,0.0,628.868515188087,636.829353491652,645.465939130507,653.42882253161,660.258984525578,0.0,118.428947368421,0.0,0.0,0.0,0.0,,387.0,416.025,447.226875,480.76889062,516.82655742,,119ab077-2c2a-4b1c-b6dd-662c833f706c,30800.0359191895,714.411460149297
173,4104,4104,41,41,4,yes,Jewish,House and garden slopes,yes,3430.24243538,jerusalem,Jerusalem,556.727039687661,0.0,12.0,0.0,0.0,556.727039687661,568.727039687661,568.727039687661,568.727039687661,4.4,4.4,4.4,4.0,4.0,2449.59897462571,2449.59897462571,2502.39897462571,2274.90815875064,2274.90815875064,786.068192850258,852.393986643351,825.79502101661,833.437270344947,840.470307484323,,65.5056827375215,71.0328322202792,68.8162517513842,69.4531058620789,70.0391922903602,0.0,349.557891253912,376.552027399351,32.2287893659858,71.148807102465,0.0,352.630885746469,482.488961010544,485.045555815941,657.669471227519,829.487515121713,14.0,556.727039687661,14.0,14.0,14.0,14.0,,,,,,,2021-09-05,9cc9e54f-d4f6-4dba-805a-72431c001c54,264366.147079468,3430.24243539047
174,4002,4002,40,40,4,yes,U. Orthodox,Beit Vegan - Uziel Darom St,yes,2623.40418901,jerusalem,Jerusalem,1138.04568758507,44.95,32.45,24.05,24.05,1182.99568758507,1215.44568758507,1239.49568758507,1263.54568758507,4.4,4.4,4.4,4.0,4.0,5007.40102537429,5205.18102537429,5347.96102537429,4957.98275034026,5054.18275034026,873.948807117706,1012.88655357828,1151.38970101464,1283.60497166464,1417.67086764885,,72.8290672598088,84.40721279819,95.9491417512203,106.967080972053,118.139238970737,0.0,18.833027681782,67.4343896380744,11.5428235191061,118.920225259102,0.0,189.386575736873,202.328418337505,202.837731175357,210.613503156787,216.730466098064,1038.0,1138.04568758507,1301.95166958975,1304.35170176323,1312.54766379307,1312.54359025381,,,,,,,2021-09-05,d73f310b-1779-4fb6-9413-e9fa59d921c4,167409.880310059,2623.40418900879
175,4805,4805,48,48,4,yes,Jewish,Mount Harat West,yes,2258.67400763,jerusalem,Jerusalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,b0ff45ac-208b-4367-b1de-3354fd83003b,250962.030418396,2258.67400761939
176,5606,5606,56,56,5,yes,Jewish,Olive House,yes,7604.10968119,jerusalem,Headquarters Yehuda,531.705882352941,10.0,10.0,10.0,10.0,545.375,555.375,563.484848484848,573.484848484848,3.4,3.2,3.2,3.3,3.3,1807.8,1745.2,1777.2,1859.5,1892.5,198.813843015799,182.202513644007,162.935198124796,152.514517733997,144.03712749891,,16.5678202513166,15.1835428036672,13.5779331770664,12.7095431444997,12.0030939582425,43.0749294233659,107.687323558415,150.762252981781,21.5374647116829,21.5374647116829,86.1498588467318,303.545393428017,326.285627952719,357.504782566263,393.414643339963,430.749294233659,0.0,531.705882352941,0.0,0.0,0.0,0.0,,,,,,,2021-07-19,5106d70b-7e9e-4ef8-b7ea-4578abb4815a,2275515.24106598,7604.10968118523
177,3905,3905,39,39,3,yes,Jewish,East Valley,yes,1397.51663012,jerusalem,Jerusalem,535.881207400191,45.0,49.2,45.0,55.0,580.881207400191,630.081207400191,675.081207400191,730.081207400191,2.56809670681418,2.46087617641594,2.32294994169087,2.20533671022468,2.07889046238607,1376.19476396804,1429.47672461886,1463.64710399079,1488.78136906244,1517.75885883156,344.048690992009,360.033279187255,370.284392998835,377.82467252033,386.517919451067,,28.6707242493341,30.0027732656046,30.8570327499029,31.4853893766942,32.2098266209222,0.0,215.827025794617,91.3100619811177,51.6512170468461,35.4308092830145,0.0,299.362152824806,316.164136826412,340.937129643188,365.137245479846,394.219114105595,60.0,535.881207400191,60.0,60.0,60.0,60.0,,,,,,,2021-10-26,1ecb3261-989e-455c-9b21-853e072843b3,77246.9251861572,1397.51663011541
178,3909,3909,39,39,3,yes,Jewish,valley,yes,1720.37573825,jerusalem,Jerusalem,578.264946445955,43.9,36.7,89.2,49.2,622.164946445955,658.864946445955,748.064946445955,797.264946445956,2.56265805157448,2.42960560746146,2.30370740878428,2.18147225155758,2.04736055659307,1481.89532095301,1511.61544265105,1517.83205851581,1631.88292303476,1632.28880450774,370.473830238253,379.389866747666,381.254851507092,415.470110862777,415.591875304671,,30.8728191865211,31.6158222289721,31.771237625591,34.6225092385647,34.6326562753893,0.0,59.5440678668956,104.202118767067,74.4300848336195,38.0959219029282,0.0,278.537389188305,282.58836848666,286.912936310174,294.152489125803,276.272193370511,0.0,578.264946445955,0.0,0.0,0.0,0.0,,,,,,,2021-10-26,de37aaeb-c257-4aae-91a2-e8bdeed7dde2,124828.240112305,1720.37573825065
179,6503,6503,65,65,6,yes,Arab,Jolani,yes,2368.27085861,jerusalem,Jerusalem,768.932982665869,14.7871727435744,62.3871727435744,48.3871727435744,35.7871727435744,783.720155409443,846.107328153018,894.494500896592,930.281673640167,4.2,4.2,4.2,4.2,4.2,3229.51852719665,3291.62465271967,3553.65077824268,3756.87690376569,3907.1830292887,871.117020724617,968.234041449234,1065.35106217385,1162.46808289847,1259.58510362308,,,,,,,13.7401981444512,113.847357349529,82.4411898383356,57.4247792053848,117.315586693443,0.0,319.516695148875,326.262271125613,340.987251433909,375.874983090785,384.769111231143,0.0,768.932982665869,0.0,0.0,0.0,0.0,,,,,,,,a420812d-2c9c-4bab-8a23-b86fa0b09b4c,203301.577224731,2368.27085861145
180,6505,6505,65,65,6,yes,Arab,A Sahl,yes,3611.2405709,jerusalem,Jerusalem,1203.29120655793,151.567138587653,232.067138587653,200.767138587653,125.767138587653,1354.85834514558,1586.92548373324,1787.69262232089,1913.45976090854,4.20000000000002,4.20000000000002,4.20000000000002,4.20000000000002,4.20000000000002,5053.82306754334,5690.40504961148,6665.08703167963,7508.30901374777,8036.53099581592,543.694923055941,796.389846111882,1049.08476916782,1301.77969222376,1554.4746152797,,,,,,,0.0,11.121151582789,41.7043186829042,27.802879204418,289.409373118208,0.0,240.114088855047,269.84689421069,311.006379173357,348.586622881353,370.03772258832,0.0,1203.29120655793,0.0,0.0,0.0,0.0,,,,,,,,54449b5e-8b61-44e8-97fb-ee57d8824f4f,592727.358673096,3611.24057089925
181,5705,5705,57,57,5,yes,Jewish,Ramot - Mashoal West,yes,3194.2915958,jerusalem,Jerusalem,287.878787878786,0.0,0.0,0.0,0.0,287.878787878786,287.878787878786,287.878787878786,287.878787878786,3.46425227885633,3.46591300946984,3.42543828964559,3.35736007142976,3.28633656671762,997.284746943482,997.762836059493,986.111022776753,966.512747835834,946.066587388397,176.0,176.0,176.0,176.0,176.0,,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,14.6666666666667,0.0,166.150314773919,15.3842882887557,0.0,79.9982996769018,0.0,247.532098052971,251.462839292092,255.335497956819,258.614623355269,261.532902739576,25.0,287.878787878786,25.0,25.0,25.0,25.0,,,,,,,,2d54f303-bc70-457b-824e-7dafbec42fa9,377687.785369873,3194.29159579166
182,5704,5704,57,57,5,yes,Jewish,Ramot - Mashool Mizrah,yes,2760.74801282,jerusalem,Jerusalem,351.515151515149,0.0,0.0,0.0,0.0,351.515151515149,351.515151515149,351.515151515149,351.515151515149,3.4614057882369,3.46350973137107,3.42348730428639,3.3558426638208,3.28508032798577,1216.73658010751,1217.47614799709,1203.40765847642,1179.62954243397,1154.75550923135,304.184145026876,304.406015393753,300.185468537551,293.052033724815,285.589823764031,,25.3486787522397,25.3671679494794,25.0154557114626,24.4210028104013,23.7991519803359,13.0638927194565,0.0,69.6740945908604,111.04308811538,26.1790671783695,0.0,247.599937042156,251.538522644484,255.338681022073,258.492411187477,219.960142604066,0.0,351.515151515149,0.0,0.0,0.0,0.0,,,,,,,2021-10-26,b5135055-e8c7-42d1-8f10-9a0a6516bd09,228855.148132324,2760.74801282175
183,104,104,1,1,0,yes,U. Orthodox,Musrara North,yes,1051.60582894,jerusalem,Jerusalem,378.0,18.0,36.0,18.0,24.0,396.0,432.0,450.0,474.0,4.76801795907145,4.96531995754241,5.11695594448533,5.24407498281392,5.25088402230725,1802.31078852901,1966.26670318679,2210.52496801766,2359.83374226626,2488.91902657364,683.291092322552,819.977005435545,868.697318381453,893.720438773301,885.624242856231,,56.9409243602127,68.3314171196288,72.3914431984545,74.4767032311084,73.8020202380193,0.0,59.6425245275371,79.5233660367162,59.6425245275371,229.653982729592,0.0,375.549326759363,395.16019802081,408.325385493662,419.977480047797,428.462397821382,83.0,378.0,234.456022880995,225.433192512959,241.741457710526,270.442791007462,,,,,,,,2b84b566-2fa7-42a9-98e7-c18503489d06,58271.0551300049,1051.60582894589
184,13,13,0,0,0,yes,Jewish,Musrara,yes,1464.3711316,jerusalem,Jerusalem,414.0,165.0,9.0,9.0,9.0,579.0,588.0,597.0,606.0,3.5739643187854,3.53588251392101,3.74133582152089,3.89634355129516,4.00854823223236,1479.62122797715,2047.27597556027,2199.90546305429,2326.11710012321,2429.18022873281,436.457488425132,692.715611891681,646.274704029211,657.013871098595,648.838585730439,,36.371457368761,57.7263009909734,53.8562253357675,54.751155924883,54.0698821442032,0.0,301.839959459235,286.473570971334,229.178856777067,411.695628065652,0.0,1062.79010106249,1109.81067943054,1194.01572874923,1213.26126785915,1229.18801527329,17.0,414.0,17.0,17.0,17.0,17.0,,,,,,,,5e71090d-c328-4591-9206-d5e36c587576,127926.544342041,1464.37113160432
185,108,108,1,1,0,yes,U. Orthodox,Memory of Moshe Darom,yes,1112.77488881,jerusalem,Jerusalem,403.449429380055,81.8,49.8,12.0,12.0,485.249429380055,535.049429380055,547.049429380055,559.049429380055,3.7,3.7,3.7,3.0,2.85039201240752,1492.7628887062,1795.4228887062,1979.6828887062,1641.14828814017,1593.51002804589,1161.0,1199.75643533433,1259.85367295361,1286.09801090589,1312.34234885818,,96.75,99.9797029445271,104.987806079467,107.174834242158,109.361862404848,0.0,522.648583078743,209.059433231497,156.794574923623,156.794574923623,0.0,975.087543862825,997.579679715713,1016.40749287165,1031.61545508413,1045.29716615749,0.0,403.449429380055,102.664488095966,114.207740323692,113.274013587021,105.80655732606,,,,,,,2021-09-09,5df79413-31e3-4133-a5ec-7170f5837c08,57567.3139190674,1112.77488881046
186,109,109,1,1,0,yes,U. Orthodox,Zichron Moshe Center,yes,1628.57806121,jerusalem,Jerusalem,710.064084133458,54.0,32.0,32.0,57.5,764.064084133458,796.064084133458,828.064084133458,885.564084133458,3.7,3.7,3.7,3.0,2.77124431052494,2627.2371112938,2827.0371112938,2945.4371112938,2484.19225240037,2454.11442976007,2298.85659585848,2400.59900338797,2436.46922560567,2470.77936542483,2496.43973205615,,191.571382988207,200.049916948998,203.039102133806,205.898280452069,208.036644338012,0.0,114.462232358317,170.567490525464,85.2837452627318,198.995405613041,0.0,526.912444159973,537.765305947502,548.423583076271,558.010615647485,569.308873759553,990.0,710.064084133458,1134.3675663503,1160.7605386915,1167.60063928674,1163.02534033608,,,,,,,2021-09-09,04282b35-322f-4c00-ac96-8a5ba2fb1fea,76395.4463043213,1628.57806120809
